id,company_id,user_id,list_id,project_id,group_id,parent_user_id,parent_id,title,description,remainder,tag,stage,priority,note,due_date,status,internal_status,assigned_to,assigned_by,started_at,completed_at,sub_task_count,total_collaborators,total_attachment,total_comment,total_sub_task_complete,cron_run,delete,reminder_notify_sent,elastic_cron_run,duration_interval,duartion_frequency,recurring_task_id,created_at,updated_at,recent_at
370,9742398,44136773,1,0,0,0,0,sfs,,"2024-03-18 17:01:58",,,"No Priority",,"2024-03-20 00:00:00",Open,overdue,75299246,44136773,"2024-03-18 17:01:58","2024-03-18 17:01:58",0,0,0,0,0,0,0,1,0,0,,0,"2024-03-18 17:01:58","2024-03-18 17:01:58","2024-03-18 17:01:58"
371,9742398,44136773,1,0,0,0,0,SFD,,"2024-03-18 17:01:58",,,"No Priority",,"2024-03-20 00:00:00",Open,overdue,75299246,44136773,"2024-03-18 17:01:58","2024-03-18 17:01:58",0,0,0,0,0,0,0,1,0,0,,0,"2024-03-18 17:01:58","2024-03-18 17:01:58","2024-03-18 17:01:58"
374,9742398,44136773,1,0,0,0,0,dsfsdF,,"2024-03-18 17:16:04",,,"No Priority",,NULL,Open,Open,74963966,44136773,"2024-03-18 17:16:04","2024-03-18 17:16:04",0,0,0,0,0,0,0,1,0,0,,0,"2024-03-18 17:16:04","2024-03-18 17:16:04","2024-03-18 17:16:04"
375,9742398,44136773,1,0,0,0,0,FSSF,,"2024-03-18 17:16:04",,,"No Priority",,NULL,Open,Open,74963966,44136773,"2024-03-18 17:16:04","2024-03-18 17:16:04",0,0,0,0,0,0,0,1,0,0,,0,"2024-03-18 17:16:04","2024-03-18 17:16:04","2024-03-18 17:16:04"
376,9742398,44136773,1,0,0,0,0,SFSF,,"2024-03-18 17:16:04",,,"No Priority",,NULL,Open,Open,74963966,44136773,"2024-03-18 17:16:04","2024-03-18 17:16:04",0,0,0,0,0,0,0,1,0,0,,0,"2024-03-18 17:16:04","2024-03-18 17:16:04","2024-03-18 17:16:04"
377,9742398,44136773,1,0,0,0,0,SFS,,"2024-03-18 17:16:04",,,"No Priority",,NULL,Open,Open,74963966,44136773,"2024-03-18 17:16:04","2024-03-18 17:16:04",0,0,0,0,0,0,0,1,0,0,,0,"2024-03-18 17:16:04","2024-03-18 17:16:04","2024-03-18 17:16:04"
378,9742398,44136773,1,0,0,0,0,FSF,,"2024-03-18 17:16:04",,,"No Priority",,NULL,Open,Open,74963966,44136773,"2024-03-18 17:16:04","2024-03-18 17:16:04",0,0,0,0,0,0,0,1,0,0,,0,"2024-03-18 17:16:04","2024-03-18 17:16:04","2024-03-18 17:16:04"
379,9742398,44136773,1,0,0,0,0,S,,"2024-03-18 17:16:04",,,"No Priority",,NULL,Open,Open,74963966,44136773,"2024-03-18 17:16:04","2024-03-18 17:16:04",0,0,0,0,0,0,0,1,0,0,,0,"2024-03-18 17:16:04","2024-03-18 17:16:04","2024-03-18 17:16:04"
400,9742398,44136773,119,0,0,0,0,Testing,,"2024-03-18 18:34:09",,,Low,,"2024-03-20 00:00:00",Completed,completed,44136773,44136773,"2024-03-18 18:34:09","2024-03-21 20:06:36",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-18 18:34:09","2024-03-21 20:06:36","2024-03-18 18:34:09"
407,9742398,44136773,119,0,0,0,0,"Task delete 1 Task delete 2",,"2024-03-19 11:14:07",,,Low,,NULL,Completed,completed,59762555,44136773,"2024-03-19 11:14:07","2024-03-20 18:17:23",0,5,0,0,0,0,0,1,0,0,,0,"2024-03-19 11:14:07","2024-03-20 18:17:23","2024-03-19 11:14:07"
409,9742398,44136773,119,0,0,0,0,"Task delete 1 Task delete 2",,NULL,,,Low,,NULL,Completed,completed,88479168,55954329,"2024-03-19 11:15:28","2024-03-20 18:20:00",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-19 11:15:28","2024-03-20 18:20:00","2024-03-20 18:19:39"
410,9742398,44136773,119,0,0,0,0,dffsdf,,"2024-03-19 11:17:47",,,Low,,NULL,Completed,completed,74963966,44136773,"2024-03-19 11:17:47","2024-03-19 11:17:47",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-19 11:17:47","2024-03-27 18:58:55","2024-03-19 11:17:47"
411,9742398,44136773,119,0,0,0,0,"Teseing 23",,"2024-03-19 11:18:37",,,Low,,NULL,Completed,completed,74963966,44136773,"2024-03-19 11:18:37","2024-03-19 12:48:24",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-19 11:18:37","2024-03-19 12:48:24","2024-03-19 11:18:37"
412,9742398,44136773,119,0,0,0,0,tefsdf,,"2024-03-19 11:19:29",,,Low,,NULL,Completed,completed,74963966,44136773,"2024-03-19 11:19:29","2024-03-19 11:19:29",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-19 11:19:29","2024-03-27 18:59:03","2024-03-19 11:19:29"
413,9742398,44136773,119,0,0,0,0,dfsdfs,,"2024-03-19 11:19:56",,,Low,,NULL,Completed,completed,74963966,44136773,"2024-03-19 11:19:56","2024-03-19 11:19:56",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-19 11:19:56","2024-03-27 18:59:00","2024-03-19 11:19:56"
414,9742398,44136773,119,0,0,0,0,sdfssdf,,"2024-03-19 11:20:26",,,Low,,NULL,Completed,completed,74963966,44136773,"2024-03-19 11:20:26","2024-03-19 11:20:26",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-19 11:20:26","2024-03-27 18:58:40","2024-03-19 11:20:26"
415,9742398,44136773,119,0,0,0,0,dsfssdg,,"2024-03-19 11:20:55",,,Low,,NULL,Completed,completed,55954329,44136773,"2024-03-19 11:20:55","2024-03-20 17:48:04",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-19 11:20:55","2024-03-20 17:48:04","2024-03-19 11:20:55"
420,9742398,44136773,0,3,0,0,0,"Project QA Testing",,NULL,Refactor,,High,,"2024-04-08 00:00:00","Dev completed testing",completed,44136773,44136773,"2024-03-19 17:39:51","2024-03-19 17:39:51",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-19 17:39:51","2024-04-08 14:38:15","2024-04-08 13:57:53"
421,9742398,69884197,NULL,0,0,0,0,"assign to add task check","assign to add task check","2024-03-19 18:54:13",,,Low,,NULL,Completed,completed,95731226,69884197,"2024-03-19 18:54:13","2024-03-19 19:04:24",0,3,0,0,0,0,0,1,0,0,,0,"2024-03-19 18:54:13","2024-07-09 10:53:03","2024-07-09 10:53:03"
422,9742398,69884197,NULL,0,0,0,0,"Fix taskId add issue","Fix taskId add issue","2024-03-19 19:03:45",,,Low,,NULL,Completed,completed,69884197,69884197,"2024-03-19 19:03:45","2024-03-19 19:04:23",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-19 19:03:45","2024-03-19 19:04:23","2024-03-19 19:03:45"
423,9742398,44136773,0,3,0,0,0,fsdfsf,,"2024-03-20 12:42:04",,,"No Priority",,"2024-03-22 00:00:00","Dev completed testing",completed,74963966,44136773,"2024-03-20 12:42:04","2024-03-20 12:42:04",0,0,0,0,0,0,0,1,0,0,,0,"2024-03-20 12:42:04","2024-04-05 13:48:58","2024-03-20 12:42:04"
424,9742398,44136773,0,3,0,0,0,FSFSFSD,,"2024-03-20 12:42:04",,,"No Priority",,"2024-03-22 00:00:00","Dev completed testing",completed,74963966,44136773,"2024-03-20 12:42:04","2024-03-20 12:42:04",0,0,0,0,0,0,0,1,0,0,,0,"2024-03-20 12:42:04","2024-04-05 13:48:24","2024-03-20 12:42:04"
425,9742398,44136773,0,3,0,0,0,DF,,"2024-03-20 12:42:04",,,"No Priority",,"2024-03-22 00:00:00","Dev completed testing",completed,74963966,44136773,"2024-03-20 12:42:04","2024-03-20 12:42:04",0,0,0,0,0,0,0,1,0,0,,0,"2024-03-20 12:42:04","2024-04-05 13:48:41","2024-03-20 12:42:04"
426,9742398,44136773,0,3,0,0,0,FSDS,,"2024-03-20 12:42:04",,,"No Priority",,"2024-03-22 00:00:00","Dev completed testing",completed,74963966,44136773,"2024-03-20 12:42:04","2024-03-20 12:42:04",0,0,0,0,0,0,0,1,0,0,,0,"2024-03-20 12:42:04","2024-04-05 13:47:40","2024-03-20 12:42:04"
427,9742398,44136773,0,3,0,0,0,sdffs,,"2024-03-20 12:42:07",,,"No Priority",,"2024-03-22 00:00:00",Completed,completed,74963966,44136773,"2024-03-20 12:42:07","2024-03-20 12:42:07",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-20 12:42:07","2024-03-27 19:44:22","2024-03-20 12:42:07"
428,9742398,44136773,0,3,0,0,0,sd,,"2024-03-20 12:42:08",,,"No Priority",,"2024-03-22 00:00:00",Completed,completed,74963966,44136773,"2024-03-20 12:42:08","2024-03-20 12:42:08",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-20 12:42:08","2024-03-27 19:44:25","2024-03-20 12:42:08"
429,9742398,44136773,0,3,0,0,0,sdf,,"2024-03-20 12:42:09",,,"No Priority",,"2024-03-22 00:00:00",Completed,completed,74963966,44136773,"2024-03-20 12:42:09","2024-03-20 12:42:09",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-20 12:42:09","2024-03-27 19:44:34","2024-03-20 12:42:09"
432,9742398,88479168,105,0,0,0,0,"Task assignrd to haris","This is a small description","2024-03-20 15:02:59",,,High,,"2024-03-20 15:02:48",Completed,completed,82956457,44136773,"2024-03-20 15:02:59","2024-03-20 18:26:52",0,3,0,0,0,0,0,1,0,0,,0,"2024-03-20 15:02:59","2024-03-20 18:26:52","2024-03-20 15:02:59"
433,9742398,88479168,105,0,0,0,0,"Do this",,"2024-03-20 15:08:10",,,Medium,,"2024-03-20 15:08:03",Completed,completed,55954329,88479168,"2024-03-20 15:08:10","2024-03-20 20:06:18",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-20 15:08:10","2024-03-20 20:06:18","2024-03-20 15:08:10"
434,9742398,88479168,105,0,0,0,0,"Wow Tak",,"2024-03-20 15:08:51",,,Medium,,"2024-03-22 15:08:48",Open,overdue,55954329,88479168,"2024-03-20 15:08:51","2024-03-20 15:08:51",0,2,0,0,0,0,0,1,0,0,,0,"2024-03-20 15:08:51","2024-04-18 11:21:50","2024-03-20 15:08:51"
